Timestamp,Text,Sentiment
2020-10-11 03:38:32,"Welp, my streak of not understanding a non-Batman Nolan film after the first viewing lives on! #TENET https://t.co/H8Pez1UV47", Negative

2020-10-11 03:38:21,"Went and saw Tenet tonight with my wife. I’d have to watch it 20 times to totally understand it, but it didn’t grab me quite enough to make me WANT to watch it 20 times (or even two times, probably).  Enjoyed it, but it’s no Memento.", negative

2020-10-11 03:37:45,"Good Morning Everyone.   If one's fans are insulting  and running  a negative  hashtag for others, insulting  a persin who has already  passed away, who are disrespecting  the basic tenet of existence.  #CBIStartArrestInSSRCase  THREAD 1 OF 2  COURTESY: @nilotpalm3", Neutral

2020-10-11 03:37:26,Tenet by far is one of the best movies I’ve seen in a long time well done Christopher Nolan 💯, Positive

2020-10-11 03:36:37,"@wikipediabrown Just saw Tenet, and I really need to know what the movie was about.", Negative

2020-10-11 03:35:13,Sucks Tenet Flopped honestly if Nolan can’t money at the box office nobody can..., Neutral

2020-10-11 03:35:02,"@CalMatters  Hi! *love* your site, and I am amazed at and grateful for all you have put together.  Thought I'd let you know about a typo. This is q8 of the ""gimme props"" quiz for Prop 25. I believe the circled word should be ""tenet.""  Again, thank you! https://t.co/BuX4uykouw", Neutral

2020-10-11 03:34:30,"TENET, WOW", Positive

2020-10-11 03:34:22,Just watched Tenet... https://t.co/Ehb302E8OA, Neutral

2020-10-11 03:31:30,"Christopher Nolan: “Inception and Interstellar were too easy to understand. 2020, I give you Tenet”", Negative

2020-10-11 03:31:16,"The Jewish community does NOT support these assholes in Brooklyn. IMO, these guys are Jews about as much as Jews4Jesus. Jews CARE about human life. It is a Jewish tenet. Fuck these people. It is a cult. #jews #hasidim #cult #brooklyn #stopkillingpeople #covid", Neutral

2020-10-11 03:30:59,After seeing TENET twice before in other formats I now see that the BEST way to see it is IMAX... by far! 🎬❤️, Positive

2020-10-11 03:29:58,Watched tenet a lil while ago w my friend and we didn’t understand half of it but I did understand the two main characters are gay for eo and I need to watch it maybe five more times so I can understand all the stuff related to the plot, Neutral

2020-10-11 03:27:36,"Uh, ok 🙃 #TENET", Neutral

2020-10-11 03:27:21,"When you think Hans Zimmer made the Tenet soundtrack, but he didn't https://t.co/eLoFuCIxLx", Neutral

2020-10-11 03:25:55,"Man I got to go see Tenet in theatres, got some new shoes, spent time with my grandma and auntie AND it's ending with a new episode of Best of The Worst. Talk about the best fucking day in a while", Neutral

2020-10-11 03:23:12,😤Finished seeing Tenet and it was honestly so good, Positive

2020-10-11 03:22:29,"what is the point of youtube recommendations. my history is like ""tenet trailer"" ""bachelor s21e05 scene"" ""tiger attacks man"" ""ula circuit review part 3/10"" ""is shoenice guy still alive"" ""Q EXPLAINED part 1/42"" ""big butt flat abs 10min"" what kind of profile is this supposed to be", Neutral

2020-10-11 03:21:06,@Pwp66 But in this setback we can learn. I know now that if I want to make sobriety a tenet in my life I’m going to have to come up with new skills by which to manage those moments, Neutral

2020-10-11 03:17:59,Tenet has two of the contestants from the Triwizard tournament in it and they do not share a scene.   I do not ask my brain to make these connections but it does. I now pass on this useless observation to you., Neutral

2020-10-11 03:16:53,okay tenet was good but the score...the score was the best part...Ludwig does not disappoint, Positive

2020-10-11 03:15:46,John David Washington and Robert Pattinson in TENET https://t.co/dr5PVdQSW4, Neutral

2020-10-11 03:14:37,OMG!!!  TENET in IMAX is sooooo worth it! The viewing quality is amazing! 😊👍🏻, Positive

2020-10-11 03:13:52,@jrjorgeayala Who’s tenet, Neutral

2020-10-11 03:10:37,can someone watch tenet with me so i can cry over rpattz pls, Positive

2020-10-11 03:07:49,All I have for you is the word... “tenet.”, Neutral

2020-10-11 03:05:44,@DanUmthun @Philjimeneznyc You can watch TENET for free on https://t.co/4NHiCVWt44, Neutral

2020-10-11 03:05:28,...I just wanna watch Tenet 😞, Positive

2020-10-11 03:04:04,"This #TENET score is everything, and I still don’t have a clue what I just watched for 2.5hrs #TenetMovie", Neutral

2020-10-11 03:04:00,Tenet made my pp the big pp, Neutral

2020-10-11 03:03:32,@jameshohmann Love and support for the mothers? Support those children in life? Does anyone actually believe that? How can you support children and mothers in poverty with no healthcare when the other tenet of your ideology is that they need to fend for themselves?, Neutral

2020-10-11 02:59:56,Finally saw Tenet! On IMAX at that. Great movie. 10/10, Positive

2020-10-11 02:58:15,gonna make me start crying over tenet again, Neutral

2020-10-11 02:55:03,“Tenet” was the most confusing movie of 2020., Negative

2020-10-11 02:52:15,"@capn_spike Tenet, uncut gems most recent good movies I’ve watched", Positive

2020-10-11 02:52:05,I still haven’t watched Tenet but I’m ready for the movie theatre experience., Neutral

2020-10-11 02:51:24,@MichelsTristan Least we still got Tenet., Neutral

2020-10-11 02:51:05,Tenet was pretty ok, Positive

2020-10-11 02:49:49,I wish Tenet would’ve been released on demand for safety reasons... that being said I’m glad it wasn’t bc that is a big screen movie if I’ve ever seen one, Positive

2020-10-11 02:49:27,#TheHauntingofBlyManor #MissUniverseThailand2020 TENET Betty  https://t.co/tXoKQsmidV, Neutral

2020-10-11 02:48:54,Did I just risk ronies and tinnitus to see Tenet in imax just to not understand anything? That’s a secret I’ll never tell 🙈, Neutral

2020-10-11 02:46:59,i just saw tenet and my mind is blown, Positive

2020-10-11 02:46:50,Lol the way I am so tipsy and tripped out from Tenet to even be pissed about the whole WH situation 😂, Neutral

2020-10-11 02:46:47,"440. Tenet (2020)  An engaging action film with a twisty puzzle-box narrative that's held back by cold, lifeless dialogue and bad sound mixing.  So, basically a Christopher Nolan film.  A  #2020FilmsDH https://t.co/TK6PB9vgZT", Neutral

2020-10-11 02:45:50,Really disappointed that I wasn’t smart enough to understand #tenet, Negative

2020-10-11 02:45:29,Tenet was really good, Positive

2020-10-11 02:45:27,"@Rundvelt @cnnbrk One must accept the facts!  Its not about being intellectually superior...its everyone accepting the truth/facts....its the core tenet of any ""civilized society""!", Neutral

2020-10-11 02:43:47,"Ep 5 of #TheHauntingofBlyManor &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Tenet.  But, y’all ain’t ready for that conversation.", Neutral

2020-10-11 02:43:13,"@usedwigs Opting for sassy TENET. (Suited up, wearing oxygen mask, walking backwards)", Neutral

2020-10-11 02:43:02,Gattaca walked so Tenet could run, Neutral

2020-10-11 02:40:58,Tenet was everything., Positive

2020-10-11 02:40:17,"Tenet was really good. I don't know if it would repay a second viewing, but as atmospheric spectacle with a devious pinch of anti-establishment political spice it's a terrific show.", Positive

2020-10-11 02:40:11,tenet gattaca bangers *crying*, Neutral

7/10/2020 11:46,"The WH #COVID cluster is the result of this administration’s core tenet—that the rules apply to other people, not to them. The rule of law, the rules of decorum, economics, science, the rules and norms of governance and elections—and now the rules of public health and medicine. https://t.co/mrVxhTfCuT", Neutral

7/10/2020 11:46,Tenet was a sick movie, Positive

7/10/2020 11:44,@interpolstan Tenet is kind of a spy movie., Neutral

7/10/2020 11:43,"#RheaChakraborty  #JusticeForSushantSinghRajput  #JusticeForDishaSalian   Lets start.  Now, considering the Bombay HC is a so called ""Constitutional Court"" &amp; there is a tenet that ""bail is the rule (&amp; jail is d exception)"", i m well aware that most well-heeled get bail whilst d", Neutral

7/10/2020 11:42,@PunishedHag TENET and Mulan were both tests for seeing if blockbuster movies can still work during COVID and the answer was no so now it's movie apocalypse, Negative

7/10/2020 11:42,"So, the only two ""movies"" out right now are Tenet and The New Mutants. Let that sink in.", Negative

7/10/2020 11:38,"@cooltxchick @Only4RM I mean, the main tenet of the Pences' ""faith"" is Hypocrisy. I'll enjoy the crushing he receives at the debate tonight.", Neutral

7/10/2020 11:37,Swear Tenet killed cinemas cause you couldn't hear any fucking dialogue and people are still trying to figure out what happened, Neutral

7/10/2020 11:37,@MatthewACherry The Photograph &amp; Tenet, Neutral

7/10/2020 11:35,I should go see Tenet this weekend, Neutral

7/10/2020 11:33,"@emmytargaryen Yes, there are new  release every week mostly French movies. Even though the numbers are not very good. There is a mask mandatory policy in the theaters. I really wanted to see Tenet and I think it’s a big screen kind of movie.", Neutral

7/10/2020 11:32,@MatthewACherry Tenet (abroad), Neutral

7/10/2020 11:32,@HelenThePirate oooh. Tenet link ! https://t.co/oolCv82AHZ, Neutral

7/10/2020 11:29,"@Oblurov @TinyWriterLaura @RoseAnnieFlo Historically, it traces to the 19th century and so-called 'muscular Christianity' with its tenet that 'God hates the milquetoast'", Neutral

7/10/2020 11:29,TENET. Didn’t know that this tax evading system was actually a thing 🧐. https://t.co/RK1cc12uEj, Neutral

7/10/2020 11:28,"@RottenTomatoes It will have a VOD premiere the same day, that is likely going to become the norm...a VOD and Theater release. A large majority of people do not want to go back to the old 90 day theatrical window. Nolan and WB learned this the hard-way wi", Neutral

7/10/2020 11:27,"TENET... Don't think,feel.", Neutral

7/10/2020 11:27,"I can't help but think that this is the problem wth the movie industry--they expect us to sacrifice ourselves to them, and blame the creators when we don't. Who in the world would expect us to risk our lives for a feckin film? https://t.co/3pDeYFFJfq", Neutral

7/10/2020 11:24,@Nhakos Casino Royale MI Fallout  Inception Tenet Spider-Man 2 The Dark Knight  Logan  John Wick, Neutral

7/10/2020 11:23,@goodjobliz Unless I’m mistaken this is replacing Tenet in my local IMAX screen 😎, Neutral

7/10/2020 11:22,@edburmila Tenet couldn't save cinema but to his just might., Neutral

7/10/2020 11:21,If tenet 7/10 and bloodshot is definitely a 2.5/10 https://t.co/0YswKaeJ1y, Neutral

7/10/2020 11:20,@IGN Its calles TENET, Neutral

7/10/2020 11:17,"@ya_girlmeg @MatthewACherry Lol me too. That’s so fucking sad. But hey, it’s better than being one of the assholes saying, “Tenet!”", Neutral

7/10/2020 11:16,I might go to the cinema to watch this one. Tenet is 2intellectual4some so nah I'll pass., Negative

7/10/2020 11:16,"@denofgeek The film which I also saw most recently, Tenet. Absolute doggerel.", Negative

7/10/2020 11:16,@DeItaOne Everything is so last minute!  Absolute mess!! Came across this article there now. But I doubt it will work or be set up in time. Im mostly scared of import prices for goods.  https://t.co/tQinHnzs7W, Neutral

7/10/2020 11:15,"@ParassisO @__ipaullly__ That's the basic tenet behind collective responsibility. If it was unilateral, he'd be out the window, given gravity of the matter", Neutral

7/10/2020 11:15,"@badniggafela I'm yet to see Tenet, but I hear its really chill", Positive

7/10/2020 11:14,@MsJoyceTarot Yes thank you and I really should have referenced that tenet too 😊🙏🏻, Neutral

7/10/2020 11:14,@bachelleworld I wanted to see Tenet but not with Corona! lol, Neutral

7/10/2020 11:14,"It really depends on the movie. Like Tenet was a movie I NEEDED to see in theatres and I’m glad I did. I guarantee I wouldn’t have liked it as much if I waited for it to release on DVD, or streaming and watched it at home. The IMAX experience just hits different. https://t.co/jKB9NvOzoJ", Positive

7/10/2020 11:13,@TENETFilm Rerelease Tenet after Vaccination, Neutral

7/10/2020 11:12,@emmytargaryen Tenet last month 😀. Before that it was Queen &amp; Slim., Neutral

7/10/2020 11:11,"If you ain’t seen dat Tenet you sleep, Dat cut thorough", Neutral

7/10/2020 11:08,"Unhinged.  Before that - TENET, three times. https://t.co/U2sSd8a4Xb", Neutral

7/10/2020 11:05,"Even though #Tenet has crossed $300 million at the box office, it still needs to double it break even, so if you haven’t seen Christopher Nolan’s Film go, and read our review below https://t.co/G4Wa7xutTF https://t.co/P4CFHZLtpU", Neutral

7/10/2020 11:01,Need a hand?, Neutral

7/10/2020 11:01,CPC's new Minor Works Dynamic Purchasing System (DPS) is on track to be ready for you to use at the beginning of November 2020 and Tenet are ready to support you with any building works tenders. https://t.co/DlrnlkGj8X  #MinorWorks #framework #Tenet #tenders #building #repairs https://t.co/CvuY5zapFV, Neutral

7/10/2020 11:01,@tc_green @CodemoMe @19_wyoming @agentcurieuse @ccofvet8 @RealOmarNavarro Yep! Keep your friends close and your enemies closer. It's a tenet in Sun Tsu's The Art of War and a tactic of Trump's., Neutral

7/10/2020 11:00,Hopefully Warrnambool cinema will get to reopen again sometime soon as I'm dying to see:  TENET UNHINGED NEW MUTANTS BILL AND TED 3 ANTEBELLUM, Neutral

7/10/2020 10:59,"Trum* is disillusioning a lot of people with this worldview just like bush II before him (2 stolen elections will do that!), but it’s still such a basic tenet of “success” — not to mention prosperity gospel — that any mass change in belief is gonna happen slowly and painfully", Neutral

7/10/2020 10:53,"@Richard92762 @thomaskaine5 @Ginger04764840 If Trump can be called Christian, then the label ""Christian"" has no meaning. Trump rejects the central tenet of Christianity: https://t.co/Z7Em2DXjDR", Neutral

7/10/2020 10:53,Christopher Nolan's next film is about Mr. Bean getting his hands on the Tenet time machine and using it to atone for his career of terrible crimes, Neutral

7/10/2020 10:51,@BurtyBurt2401 @shawnlunn2002 I saw tenet in the cinema but went to a late night showing and it was dead, Neutral

7/10/2020 10:50,Birds of Prey before quarantine Tenet after https://t.co/7hqWSGz0iS, Neutral

7/10/2020 10:50,talking about nolan in breakout group hyping up tenet 🔥🔥 everybody here likes him i won today 😎 https://t.co/hshcg4iLQg, Neutral

7/10/2020 10:48,@MatthewACherry Last Shift Hindsight  TENET   BEFORE COVID-19: Bloodshot  The Hunt, Neutral

7/10/2020 10:48,Using my free iMax upgrade for Tenet later at @cineworld   Going to use my free popcorn and nachos too 🍿  As it’s the last film for a while 😢 I’m going out all guns blazing 🎥 https://t.co/ytCkvnZivG, Neutral

7/10/2020 10:46,@Nuti65 @shivanginipatha Third grade thankless people? No.  Christopher Nolan's Tenet? Yes., Neutral

7/10/2020 10:45,Went to see Tenet for the second time last night (and my last trip to Cineworld😢) it makes so much more sense second time round and you notice things missed cause your caught up in the action! Belter of a film!, Positive

7/10/2020 10:45,"@TrickyMagician Hey you.  If movie theaters are open, if you can go to a safe screening, you should see Tenet so we can talk about the plot.", Neutral

7/10/2020 10:43,A hidden tenet of luxury:   People are rationally irrational about they things they acquire/experience cos they're proxies for who they are - or who they want to be.   That's why I'm about to rip my @googlenest off the wall to have the @wyzecam thermostat. https://t.co/iULqsrib0M, Neutral

7/10/2020 10:42,#NAME?, Neutral

7/10/2020 10:41,Site to download TENET abeg, Neutral

7/10/2020 10:39,Finally saw Tenet and thought it was very good!, Positive

7/10/2020 10:38,"@mkeulemans @MolemanPeter @Jopinie The entirety of ""science"" disagrees with OMT and with you on that point. Open discussion is a central tenet.", Neutral

7/10/2020 10:38,You know I am right #tenet #TenetPosting #ChrisNolan #Cinema2020 https://t.co/vsRKzJVZOn, Neutral

7/10/2020 10:38,"@fakefakefakefac @Puck2daHead2 @theneedledrop @realDonaldTrump @MarkMeadows @senatemajldr @kevinomccarthy @SpeakerPelosi @SenSchumer Have to disagree entirely, the worldview of conservatives is literally ""individual liberty"", a core tenet of the enlighten", Neutral

7/10/2020 10:37,@Gabriela_089 Waitingggggggg for tenet, Neutral

7/10/2020 10:37,Nolan´s Tenet right here. https://t.co/5HQWgehEtL, Neutral

7/10/2020 10:36,Top 2020 movies so far  Escape from Pretoria 7/10 Old guard 4/10 Mulan 6/10 Tenet 7/10 Blood shot 5/10 Project power 6/10   Others are just DEAD, Positive

7/10/2020 10:35,@Tutsy22 @BikinDoB Lol would make a lot of sense if you’ve seen Tenet, Neutral

7/10/2020 10:32,"Unfair article. I've been disappointed by Christopher Nolan before, but blaming Tenet on cinemas failing is wrong. A non-franchise movie with not much modern star power and poor marketing pulling in around $300 mil during a pandemic? Respectable. Plus it's a magnificent movie. 🤔 https://t.co/rpL4Of6m6T", Positive

7/10/2020 10:32,@RealEricCarmen When you make a statement of fact you should be able to provide proof. That’s a basic tenet of having an honest debate. I’m including 2 screenshots I found in a cursory google search to support my side. https://t.co/7Snvg4quKl     http, Neutral

7/10/2020 10:31,@badniggafela Say the ones wey comot sha 🤣 Mulan and Old Guard fall my hand..  I'm awaiting to watch Tenet in HD and Dune😄, Neutral

7/10/2020 10:25,@IGN Lol u used the time stone while you've also could've used an image from TeneT, Neutral

7/10/2020 10:23,Real life Tenet movie https://t.co/zYTenjAIWa, Neutral

7/10/2020 10:21,"Early indications suggest that introducing Freeports to the UK will result in rampant use of inversion.  CB have contacted the elusive Tenet organisation, who have declined to comment. Something about having a plane to catch?", Neutral

7/10/2020 10:20,"""Tenet (12A)"", Robert Burns Centre Film Theatre, Dumfries on Wed 7 Oct 2020  7.00PM,  tickets:https://t.co/J0XT64YQFG @rbcfilmtheatre", Neutral

7/10/2020 10:19,Our submission to the consultation on Australia's National Preventative Health Strategy argues for bold action on the ‘causes of the causes’ of health inequity as a core tenet for prevention @Govern4Health https://t.co/T9oY95z9KV https://t.co/bjufYJdoXF, Neutral

7/10/2020 10:19,@BaxterBasics @BrennigHayden @KermodeMovie A film like Tenet has to triple its budget in cinemas to turn a profit for its makers.  So it’s actually got a very long way to go., Neutral

7/10/2020 10:16,tenet for the 3rd time maybe ?, Positive

7/10/2020 10:16,@IGN TENET would have been a more appropriate image, Neutral

7/10/2020 10:14,Big movies are back! Experience @TENETFilm in IMAX at #NovoCinemas before time runs out. 🥤🍿 Book your tickets now -https://t.co/u7RlgqnmHO  #NovoCinemas #NovoIMAX #TENETatNovo #AGreatTimeOut #Movie #Cinema #Action #Entertainment #Doha #Qatar https://t.co/MDaZpB3jMe, Neutral

7/10/2020 10:14,"@MatthewACherry TENET - on Sat 3rd it was really good, too!", Positive

7/10/2020 10:10,@IGN Tenet is real, Positive

7/10/2020 10:10,Should’ve used a Tenet screencap instead. https://t.co/gYQoaj8HMX, Neutral

7/10/2020 10:09,"@missingwords My local drive-in theater has been amazing this year. This weekend they're playing Inception and Tenet, and I'm tempted to go.", Neutral

7/10/2020 10:09,@IGN something from TENET would've been a better picture for this, Neutral

7/10/2020 10:08,"@sport_simon It so much easier to set up to defend than it is to be proactive, control possession and attack. Most coaches can employ two banks of four and a low block, not all coaches can create teams with constant attacking the key tenet of their DNA.", Neutral

7/10/2020 10:08,AT&amp;T (WarnerMedia) has given up on their theatrical marathon tactic with Tenet. https://t.co/d4tlgtY0Lw, Neutral

7/10/2020 10:03,@MatthewACherry TENET. Loved it., Positive

7/10/2020 10:01,simply love the movies. im obsessed with it. would watch tenet 3 times at the cinema if i could., Positive

7/10/2020 10:00,"If there’s one film that deserves to be seen on the big screen one last time at @cineworld for the foreseeable, it’s Tenet again.", Positive

7/10/2020 9:59,"Travis Scott - The Plan (From the Motion Picture ""TENET"") (Dirty)", Neutral

7/10/2020 9:51,"""Products which enable efficient use of space must be a fundamental tenet of residential design."" See the latest article from @HafeleUK  https://t.co/BUdokU0yuJ  #hafele #spacesaving #interiors #multifunctional #homedesign https://t.co/k0sRwnP51G", Neutral

7/10/2020 9:47,I should go to the movies one of the these days to see Tenet 🤔, Neutral

7/10/2020 9:46,@MikeCallosity He played a king? He's in tenet?, Neutral

7/10/2020 9:43,"@MatthewACherry Tenet, it was great", Positive

7/10/2020 9:40,@Nytro___ @dagame @spectre2077 @NDIRISH771 @NextGenPlayer I think Sony would win this one but TENET didn't win against the trainer guy, Neutral

7/10/2020 9:39,"@OmarHaridy oh crap, why don't they focus on online streaming? Tenet was a ticket disaster as well, comparing to expectations pre #Covid_19", Negative

7/10/2020 9:39,I've always felt that Nolan has sucked the joy out of (big budget) cinema. Now it seems he's sucked cinema out of our cinemas. Depressingly sobering piece on the subject by @GuyLodge: https://t.co/Dyq5CeDxj8, Neutral

7/10/2020 9:38,"tenet, and like that i flipped my shit https://t.co/dP8mI8Tsz7", Neutral

7/10/2020 9:37,"Tenet is an awesome movie. It's confusing for all the right reasons, and merits watching again to see if there are any details you missed.", Positive

7/10/2020 9:35,"⚡️ “Google. Docs [MOVIES]: ""Tenet (2020)"" https://t.co/McaE0m0UvW [MP4]”  https://t.co/uUV2cMpwsz", Neutral

7/10/2020 9:35,"⚡️ “Google. Docs [Best Movie]: Tenet ""((2020))"" https://t.co/McaE0m0UvW”  https://t.co/wipXGztuEz", Neutral

7/10/2020 9:34,Ok so my daughter and I went to see Tenet last night. I had fun spending time with her but the movie was confusing as all get out. Anyone else see it? Please someone explain it to me., Negative

7/10/2020 9:34,"⚡️ “Best Movies: Tenet ((2020))"" https://t.co/McaE0m0UvW”  https://t.co/Sn6RK9Lb72", Neutral

7/10/2020 9:34,"@denofgeek Threads like this make me think most of the posters haven't actually watched many films. I mean how can you honestly say, as mediocre as they may be, that films like Tenet, Suicide Squad, Stepbrothers, The Fifth Element, Gravity  etc are object", Negative

7/10/2020 9:33,Hypothetical: it tells us that man is not Fundamental tenet upon which the several objects of., Neutral

7/10/2020 9:33,@__spd_ @Mathitsfake227 Time cares for no one. Give me 50$ for promoting Tenet now., Neutral

